"","TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1.Yes","HOME_VAL","MSTATUS.Yes","SEX.z_F","EDUCATION..High.School","EDUCATION.Bachelors","EDUCATION.Masters","EDUCATION.PhD","JOB.Clerical","JOB.Doctor","JOB.Home.Maker","JOB.Lawyer","JOB.Manager","JOB.Professional","JOB.Student","JOB.z_Blue.Collar","TRAVTIME","CAR_USE.Private","BLUEBOOK","TIF","CAR_TYPE.Minivan","CAR_TYPE.Panel.Truck","CAR_TYPE.Sports.Car","CAR_TYPE.Van","CAR_TYPE.z_SUV","RED_CAR.yes","OLDCLAIM","CLM_FREQ","REVOKED.Yes","MVR_PTS","CAR_AGE","URBANICITY.Highly.Urban..Urban"
"4145",1,1414,0,62,0,0,2,0,4705,1,1,0,0,0,0,0,0,1,0,0,0,0,0,37,1,289,4,0,0,1,0,0,0,1,0,0,2,1,1
"6080",0,0,0,45,0,8,3187,0,1361,1,1,0,1,0,0,0,0,0,0,0,1,0,0,37,1,21,1,0,0,0,0,1,0,1,0,0,0,8,0
"3838",0,0,0,45,0,12,1585,0,522,0,1,0,1,0,0,0,0,1,0,0,0,0,0,43,1,1431,10,0,0,0,0,1,0,1,0,0,1,1,0
"1577",0,0,0,38,0,12,1018,0,5099,1,1,0,0,0,0,0,0,1,0,0,0,0,0,12,1,2516,11,0,0,1,0,0,0,2514,1,0,0,6,1
"5278",0,0,0,52,0,12,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,30,0,1120,1,0,0,0,1,0,0,1,0,0,0,9,0
"2703",0,0,0,43,3,16,815,0,4332,1,0,0,0,1,0,0,0,0,1,0,0,0,0,23,1,455,1,1,0,0,0,0,1,2036,2,0,0,18,1
"5184",1,2357,0,26,2,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,10,0,1250,4,0,0,0,0,0,0,2648,4,0,8,1,1
"516",0,0,0,37,1,7,421,1,4002,0,1,0,1,0,0,0,0,0,0,0,1,0,0,67,1,255,10,0,0,1,0,0,0,1,0,0,0,8,1
"1199",0,0,0,33,1,9,6210,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,25,1,43,7,0,0,0,0,1,0,33,3,0,5,9,1
"2606",0,0,0,49,1,12,6551,0,4057,1,1,0,0,1,0,0,0,0,1,0,0,0,0,27,1,879,1,0,0,0,0,1,0,1,0,0,6,15,1
"3717",0,0,0,37,2,11,929,0,4291,1,0,0,1,0,0,0,0,0,0,0,1,0,0,28,1,1988,1,1,0,0,0,0,1,1,0,0,0,8,1
"434",0,0,0,42,1,12,5907,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,36,0,853,9,0,0,0,0,1,0,376,1,0,6,10,0
"6336",0,0,0,41,0,9,309,0,3654,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44,0,891,4,0,0,0,1,0,0,1,0,0,0,17,1
"5205",0,0,0,39,0,11,1,0,4357,0,0,0,1,0,0,0,0,0,0,0,1,0,0,31,0,761,1,0,0,0,1,0,1,1660,3,0,5,14,1
"5776",0,0,0,63,0,15,3070,0,1646,1,0,0,0,0,0,0,0,0,0,1,0,0,0,47,1,1117,1,0,0,0,0,1,1,1,0,0,0,8,1
"2684",0,0,0,32,2,10,3201,0,5053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,42,1,2669,17,1,0,0,0,0,1,1792,1,0,6,11,1
"2063",0,0,2,45,3,15,1896,0,1285,1,0,1,0,0,0,1,0,0,0,0,0,0,0,19,1,83,6,0,0,0,0,0,0,1,0,0,0,8,0
"3193",0,0,0,53,0,12,3528,0,1625,1,0,0,1,0,0,0,0,0,0,0,1,0,0,39,0,1209,1,0,0,0,1,0,0,1,0,0,0,11,1
"3009",1,5900,0,41,0,13,4392,0,1598,1,0,0,1,0,0,0,0,0,0,0,0,0,1,37,0,151,1,0,0,0,0,0,1,1,0,0,6,9,1
"3221",0,0,0,53,0,15,269,0,4172,1,1,0,0,1,0,0,0,0,1,0,0,0,0,31,1,1187,10,1,0,0,0,0,0,1,0,0,4,17,1
"3654",1,2703,1,40,3,13,5367,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,289,3,1,0,0,0,0,0,1582,2,0,2,8,1
"1810",0,0,0,60,0,12,1598,0,925,0,1,0,1,0,0,1,0,0,0,0,0,0,0,19,1,1170,13,0,0,0,0,0,0,953,2,0,5,1,1
"2408",0,0,0,37,0,9,1827,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,31,1,2342,1,1,0,0,0,0,1,1090,2,0,4,8,0
"2212",0,0,0,44,0,11,5327,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,60,1,2397,1,0,0,0,0,0,1,1,0,0,2,11,1
"2600",0,0,0,46,0,11,2253,0,190,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,1,591,1,1,0,0,0,0,0,1,0,0,0,8,1
"657",0,0,0,34,1,11,2776,0,294,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,542,10,1,0,0,0,0,1,1,0,0,1,1,1
"5536",0,0,1,38,2,11,2124,0,363,1,1,0,0,0,0,1,0,0,0,0,0,0,0,41,1,2350,4,0,0,1,0,0,0,1,0,0,1,9,1
"6467",0,0,0,47,0,9,1655,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,32,1,1022,4,0,0,0,0,1,0,1,0,1,0,6,0
"2761",0,0,0,42,2,14,6516,1,3477,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,1,1425,7,1,0,0,0,0,1,1,0,0,0,16,1
"379",1,4997,1,72,2,18,2220,0,1142,1,1,1,0,0,0,1,0,0,0,0,0,0,0,32,1,895,6,0,0,1,0,0,0,2655,1,0,8,1,1
"1673",0,0,0,65,0,9,2114,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,55,1,77,10,0,0,0,0,1,0,1932,3,0,0,23,1
"635",1,4578,0,30,2,11,834,0,5043,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2394,10,0,0,0,0,0,0,1163,3,1,1,1,1
"3200",0,0,0,35,3,11,5882,0,2776,1,1,0,1,0,0,0,0,0,0,0,1,0,0,71,1,1994,1,0,0,0,0,1,0,1,0,0,0,6,0
"1861",0,0,0,51,0,11,6301,0,3558,1,0,0,0,0,1,0,1,0,0,0,0,0,0,58,1,599,1,1,0,0,0,0,1,567,2,0,3,10,1
"3992",0,0,0,43,0,12,6167,0,1355,1,1,0,0,1,0,0,0,0,0,0,0,0,0,34,0,2194,4,0,0,0,1,0,0,1,0,0,0,10,1
"3243",0,0,0,42,0,11,1962,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,35,1,99,4,1,0,0,0,0,0,1,0,0,3,9,1
"6029",0,0,0,46,0,14,3931,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,30,1,133,1,0,0,0,0,1,0,1,0,0,0,3,1
"2137",1,4519,0,50,0,7,5349,0,1893,1,0,0,0,1,0,0,0,0,1,0,0,0,0,57,1,460,1,1,0,0,0,0,1,2788,1,0,0,12,1
"5312",0,0,1,44,2,11,4685,0,2694,1,0,0,0,0,0,1,0,0,0,0,0,0,0,20,1,767,1,0,0,0,1,0,0,1077,1,0,3,10,1
"336",0,0,0,57,0,10,2686,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,40,0,1666,12,0,0,0,0,0,0,1,0,0,0,1,0
"4070",0,0,0,33,1,11,6063,1,2678,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,1781,10,0,1,0,0,0,1,1,0,0,0,24,1
"5962",0,0,0,40,0,10,2902,0,598,1,0,1,0,0,0,0,0,0,0,0,0,0,1,56,1,78,1,0,0,0,0,0,0,1,0,0,0,7,1
"2141",1,39728.799094,2,41,2,12,4885,0,2233,1,0,0,0,1,0,0,0,0,0,0,0,0,0,47,0,224,5,0,0,0,0,0,0,2274,2,0,8,7,1
"2023",0,0,0,43,2,12,62,0,230,1,1,1,0,0,0,0,0,1,0,0,0,0,0,45,0,909,6,0,0,0,1,0,0,1,0,0,3,4,0
"4646",0,0,0,62,0,15,2790,0,1806,1,1,0,0,0,0,0,0,0,0,1,0,0,0,44,1,894,6,0,0,1,0,0,0,1546,2,0,8,9,1
"3527",0,0,1,42,3,14,5092,1,3216,0,1,0,1,0,0,0,0,0,0,0,1,0,0,22,1,312,1,0,0,0,0,1,0,1,0,0,1,10,1
"5601",0,0,0,49,0,9,499,0,4233,1,0,0,1,0,0,0,0,0,0,1,0,0,0,39,0,789,1,0,0,0,1,0,0,1,0,0,0,11,1
"4355",0,0,0,40,1,11,3594,0,1101,1,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,2365,5,1,0,0,0,0,0,1,0,0,0,1,1
"279",0,0,0,47,0,7,1090,0,4533,0,1,0,0,0,1,0,1,0,0,0,0,0,0,22,1,1393,3,0,0,0,0,1,0,1,0,0,4,1,1
"6406",0,0,0,49,0,9,6406,0,3719,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15,1,2424,6,1,0,0,0,0,1,1,0,1,2,11,1
"1498",0,0,0,40,2,12,3668,0,1221,1,1,0,1,0,0,0,0,0,0,0,1,0,0,74,1,1147,6,0,0,0,0,1,0,1,0,0,1,10,1
"4840",0,0,0,51,0,13,6029,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,37,0,2084,4,0,1,0,0,0,0,2641,3,0,5,15,1
"4734",0,0,0,45,1,13,4976,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,44,1,1037,4,1,0,0,0,0,0,440,3,0,5,16,1
"1517",1,1479,0,24,0,8,3175,0,5075,1,1,0,0,0,0,1,0,0,0,0,0,0,0,34,1,2588,7,0,0,1,0,0,1,200,1,0,9,8,1
"6296",0,0,0,48,0,14,5168,0,3058,0,0,0,1,0,0,1,0,0,0,0,0,0,0,33,0,2787,10,0,0,0,0,0,1,1,0,0,0,1,1
"4219",1,3763,0,54,0,15,4849,0,3172,1,0,1,0,0,0,0,0,0,0,0,0,0,1,32,0,644,1,0,0,0,1,0,1,762,1,1,3,1,1
"1119",0,0,0,41,0,12,1391,0,5031,0,1,0,0,0,0,0,0,1,0,0,0,0,0,27,1,2375,10,0,0,0,0,1,0,106,1,0,1,6,1
"6079",0,0,0,55,0,6,3977,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39,0,208,10,0,0,0,0,0,1,1,0,0,0,19,1
"5651",0,0,0,44,2,16,3326,0,864,1,0,0,1,0,0,0,0,0,0,0,0,0,1,27,0,1031,12,0,0,0,1,0,1,1,0,0,0,13,1
"4493",0,0,0,48,0,12,3635,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51,0,866,6,0,0,0,1,0,1,1,0,0,0,1,0
"5318",0,0,0,58,0,7,3787,0,1092,1,0,0,0,0,0,0,0,0,0,0,0,0,1,48,1,358,1,1,0,0,0,0,1,1,0,0,2,1,0
"4438",0,0,0,51,1,14,3512,0,2330,1,1,0,1,0,0,0,0,0,0,0,0,0,1,26,0,2064,10,0,0,0,0,1,0,1,0,0,3,7,1
"1621",1,3424,0,41,0,8,4178,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,45,0,2490,8,0,0,0,0,1,0,293,3,0,0,14,1
"1675",1,4369,0,52,0,13,2864,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,1683,1,0,1,0,0,0,1,1,0,1,6,1,1
"506",0,0,0,41,0,13,213,0,3585,1,0,0,0,1,0,0,0,0,0,0,1,0,0,25,0,1439,9,0,1,0,0,0,1,1,0,0,0,9,1
"2279",0,0,0,46,0,12,649,0,140,1,0,0,0,1,0,0,0,0,0,0,0,0,0,27,0,1731,10,0,1,0,0,0,0,1,0,0,0,12,1
"711",0,0,0,38,0,5,2056,0,21,1,0,1,0,0,0,0,0,0,0,0,0,1,0,52,1,185,1,0,0,0,0,0,1,1,0,0,1,1,0
"6149",0,0,0,57,0,13,6322,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,46,1,1524,9,1,0,0,0,0,0,1,0,0,1,7,1
"1731",0,0,0,52,0,12,5171,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,21,1,1752,7,1,0,0,0,0,0,1,0,0,0,10,1
"5178",0,0,0,31,1,8,1,1,203,0,1,1,0,0,0,1,0,0,0,0,0,0,0,24,1,1299,7,0,0,0,0,1,0,1,0,1,0,1,0
"6044",0,0,0,58,0,14,1804,0,4690,1,1,0,0,0,1,0,1,0,0,0,0,0,0,34,1,1751,6,1,0,0,0,0,0,1,0,0,0,17,1
"1304",0,0,0,31,3,13,6384,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,39,0,406,6,0,0,0,0,1,0,44,2,0,3,8,1
"2811",0,0,0,37,0,10,99,0,3069,1,0,0,1,0,0,0,0,0,0,1,0,0,0,22,0,1716,7,0,1,0,0,0,0,1,0,0,0,5,1
"1189",1,5485,0,54,0,14,5878,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,50,1,80,1,0,0,0,0,0,0,1,0,1,0,15,1
"4151",0,0,0,51,0,13,5649,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39,0,689,7,0,0,0,1,0,1,1,0,0,0,14,1
"6084",0,0,0,54,0,14,5509,0,2873,1,0,0,1,0,0,0,0,0,0,1,0,0,0,38,1,450,7,1,0,0,0,0,0,1,0,0,0,11,1
"950",0,0,0,26,1,9,3453,0,2263,1,1,0,0,0,0,0,0,0,0,1,0,0,0,47,1,214,7,0,0,0,0,1,0,2454,1,0,3,5,1
"1050",0,0,2,44,3,10,5964,0,3600,1,1,0,0,1,0,0,0,0,0,0,0,0,0,24,0,540,13,0,0,0,0,0,0,1016,1,0,0,13,1
"6017",0,0,0,42,1,13,777,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,54,1,839,10,0,0,0,0,1,0,1796,3,0,0,13,1
"1568",0,0,0,48,0,10,3677,0,1730,0,1,1,0,0,0,0,0,0,0,0,0,0,1,19,1,1211,7,1,0,0,0,0,0,1,0,0,0,7,1
"6187",0,0,0,49,0,12,6382,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15,1,2440,7,0,0,0,0,0,1,1,0,0,0,9,1
"1495",0,0,0,49,0,13,543,0,3665,1,0,0,1,0,0,0,0,0,0,0,1,0,0,10,0,1764,4,0,1,0,0,0,0,1145,1,1,2,5,1
"7",0,0,0,54,0,12,1488,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,33,1,2672,1,0,0,0,0,1,0,1,0,0,0,1,1
"123",0,0,0,36,2,12,2058,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,38,1,131,1,0,0,0,0,1,0,1,0,0,0,1,0
"6018",0,0,0,46,0,10,5226,0,2485,1,0,0,1,0,0,0,0,0,0,1,0,0,0,30,1,1961,4,1,0,0,0,0,0,1,0,0,0,10,1
"1947",0,0,0,36,1,13,1,0,756,1,0,0,0,0,0,1,0,0,0,0,0,0,0,69,0,1898,17,0,1,0,0,0,0,1959,2,0,3,1,1
"6158",0,0,0,49,0,13,1418,0,4526,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,1566,7,0,1,0,0,0,0,1,0,0,0,8,1
"2663",0,0,0,49,0,10,4312,0,1678,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,1,2774,4,1,0,0,0,0,1,1,0,0,1,9,1
"1233",0,0,0,50,0,6,2574,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,35,0,2026,3,0,1,0,0,0,0,1,0,0,0,8,1
"4957",0,0,0,46,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5,1,353,1,0,0,0,0,1,0,1,0,1,2,12,1
"5860",0,0,1,43,2,15,1,0,4191,1,0,0,1,0,0,0,0,0,0,0,1,0,0,48,1,875,1,1,0,0,0,0,1,1,0,0,0,11,1
"2697",0,0,0,46,0,13,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,124,0,1695,4,1,0,0,0,0,0,1,0,0,1,13,0
"4652",1,5487,0,56,0,14,4176,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0,21,1,0,0,0,0,0,1,2096,1,0,4,1,1
"1149",0,0,0,57,0,12,4226,0,2790,1,0,0,0,1,0,0,0,0,1,0,0,0,0,29,1,284,6,1,0,0,0,0,1,1,0,0,2,14,1
"330",0,0,0,31,1,11,410,0,3598,1,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,382,8,0,0,0,0,0,0,1,0,0,2,14,0
"3282",0,0,0,50,0,13,4371,0,1601,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8,1,237,6,1,0,0,0,0,1,1,0,0,0,11,1
"6488",0,0,0,49,0,11,1,0,387,0,1,0,0,0,0,0,0,1,0,0,0,0,0,21,1,30,8,0,0,0,0,1,0,582,3,0,0,1,1
"6008",0,0,0,53,0,15,5357,0,3094,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14,1,1395,7,1,0,0,0,0,0,1,0,0,0,14,1
"2379",0,0,0,41,0,12,1886,0,4693,1,1,0,0,0,1,0,0,0,0,0,0,0,0,33,0,703,1,0,0,0,0,0,0,1560,2,0,3,9,1
"5509",0,0,0,57,0,11,1736,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,23,1,2279,1,0,0,0,1,0,0,1,0,0,0,12,1
"4381",0,0,0,38,0,10,45,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,47,1,1431,4,0,0,0,1,0,0,1,0,0,1,1,0
"5632",0,0,0,50,0,14,4080,0,1298,1,0,0,1,0,0,0,0,0,0,0,0,0,1,82,0,2757,6,0,0,0,0,0,1,1,0,0,0,8,0
"898",0,0,0,36,0,11,2418,0,918,1,1,1,0,0,0,0,0,0,0,0,0,0,1,33,1,799,10,0,0,0,0,1,0,1,0,0,0,1,0
"2396",0,0,0,42,0,10,3922,0,1499,0,0,0,0,1,0,0,0,0,0,0,1,0,0,26,0,1827,6,0,1,0,0,0,1,1344,3,0,3,17,1
"3488",0,0,3,40,3,12,372,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,32,1,926,6,1,0,0,0,0,1,1080,3,0,2,1,1
"2185",1,3501,0,46,0,12,1983,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,41,0,2646,4,0,0,0,0,0,0,1,0,0,4,1,1
"6420",0,0,0,47,1,12,5589,0,3023,1,1,0,0,0,0,0,0,0,0,1,0,0,0,56,1,2507,10,0,0,1,0,0,0,1,0,0,0,8,1
"6066",0,0,0,51,0,15,724,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,37,1,1190,10,0,0,1,0,0,0,1,0,0,0,12,1
"5588",1,3642.5973049,0,49,0,13,3998,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,932,6,0,0,0,1,0,1,1,0,0,2,1,1
"1542",0,0,0,39,2,11,1666,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,90,1,2378,10,0,0,1,0,0,0,530,2,0,6,6,0
"3814",0,0,0,27,3,15,2320,0,787,1,0,1,0,0,0,1,0,0,0,0,0,0,0,77,1,657,1,0,0,0,1,0,0,1,0,0,0,1,0
"2096",1,596,0,38,0,9,5272,0,2172,1,0,0,0,0,0,1,0,0,0,0,0,0,0,48,1,1058,6,0,0,0,1,0,0,1,0,0,0,1,1
"6248",0,0,0,42,2,11,2813,1,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,120,1,0,0,0,0,0,1,1957,1,0,0,11,0
"1604",0,0,0,51,0,14,2159,0,478,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22,1,1,6,1,0,0,0,0,1,1,0,0,4,1,1
"4526",0,0,0,34,1,7,3501,1,1014,0,1,0,0,0,0,1,0,0,0,0,0,0,0,61,1,1721,10,1,0,0,0,0,0,2713,5,0,1,9,1
"6459",0,0,0,55,0,13,5464,0,1938,1,1,0,1,0,0,1,0,0,0,0,0,0,0,26,1,1,6,0,0,0,0,1,0,1649,4,1,1,12,1
"5160",1,3459,1,44,2,16,1331,0,4519,1,0,0,0,0,1,0,0,0,0,0,0,0,0,27,0,2313,9,0,1,0,0,0,1,760,4,1,8,11,1
"2802",0,0,0,54,0,13,1084,0,4523,1,0,0,0,1,0,0,0,0,0,1,0,0,0,26,0,1612,4,0,1,0,0,0,1,1,0,0,1,14,1
"5773",0,0,0,40,0,11,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,32,1,2465,4,0,0,0,0,0,0,1,0,0,0,1,1
"1929",0,0,0,36,4,14,3539,0,1748,1,1,1,0,0,0,0,0,0,0,0,0,0,1,23,1,2755,6,0,0,0,0,1,0,1445,2,0,6,1,1
"209",0,0,0,33,1,11,6059,1,2975,0,0,0,1,0,0,0,0,0,0,0,1,0,0,81,1,353,17,1,0,0,0,0,0,1,0,0,1,5,0
"6279",0,0,2,45,3,0,2,0,4843,1,1,0,0,0,0,0,0,1,0,0,0,0,0,36,1,323,1,0,0,0,0,1,0,1,0,0,0,1,0
"857",1,7836,0,51,0,0,2,0,4959,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,2469,1,0,0,0,0,0,0,850,2,0,0,1,1
"6340",1,7776,0,32,2,15,2331,0,767,1,1,0,0,0,0,1,0,0,0,0,0,0,0,24,1,350,1,0,0,0,0,0,0,1444,1,0,0,8,1
"1491",0,0,1,40,2,16,2903,0,1323,1,1,0,0,0,0,1,0,0,0,0,0,0,0,47,1,325,11,0,0,1,0,0,0,1,0,0,2,9,0
"2866",0,0,0,34,2,12,1356,0,4881,1,1,0,0,1,0,0,0,0,1,0,0,0,0,61,1,362,1,0,0,0,0,1,0,867,1,0,5,11,1
"4259",0,0,0,42,0,11,265,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,57,1,1663,4,1,0,0,0,0,0,1,0,0,0,11,0
"5067",0,0,0,46,0,15,4741,0,1776,1,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,456,7,1,0,0,0,0,1,1,0,0,0,8,1
"1150",0,0,0,52,0,14,2219,0,1266,1,0,0,0,1,0,0,0,0,1,0,0,0,0,49,1,2737,7,1,0,0,0,0,1,1,0,0,0,10,1
"3171",0,0,0,51,0,12,3903,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0,94,1,0,0,0,0,0,0,1,0,0,0,1,1
"688",1,3338,0,38,0,9,4408,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,19,0,1486,1,0,0,0,0,0,0,1,0,1,2,13,1
"2383",1,4933,0,47,0,13,4933,0,3339,1,1,0,0,0,0,0,0,0,0,0,0,0,1,31,1,2424,1,0,0,0,0,1,0,1,0,0,0,1,1
"4782",0,0,0,50,0,13,3225,0,549,1,1,0,0,0,0,0,0,0,0,0,1,0,0,23,1,262,10,1,0,0,0,0,0,1977,4,0,7,1,1
"386",0,0,0,57,0,12,1243,0,4612,0,0,0,0,0,1,0,0,0,1,0,0,0,0,43,1,1313,4,1,0,0,0,0,0,1,0,0,2,17,1
"6344",0,0,1,43,3,13,1005,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,29,1,2547,1,0,0,0,0,1,0,1,0,1,0,1,0
"2508",0,0,0,39,2,13,2163,1,722,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,0,52,7,0,0,0,0,0,0,1,0,1,0,9,1
"4340",0,0,0,47,0,7,1,0,1368,1,1,0,1,0,0,0,0,0,0,0,1,0,0,44,1,150,10,0,0,1,0,0,0,1,0,0,0,7,0
"4304",0,0,0,43,0,5,6065,0,3218,1,1,0,0,1,0,0,0,0,0,1,0,0,0,34,1,1346,6,1,0,0,0,0,0,1,0,0,1,12,1
"631",1,834.52069146,0,28,0,9,833,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,27,1,2234,7,0,0,0,0,0,0,1884,2,0,2,10,1
"4284",1,4618,0,33,5,13,2255,0,484,1,1,0,0,0,0,1,0,0,0,0,0,0,0,43,1,125,1,0,0,0,0,1,0,2017,2,0,3,1,1
"1760",0,0,0,39,1,0,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,32,1,2696,7,0,0,0,0,1,0,1,0,1,1,1,0
"453",0,0,0,53,0,12,1275,0,494,1,1,0,1,0,0,0,0,1,0,0,0,0,0,24,1,1835,3,0,0,0,0,1,0,90,2,0,0,6,1
"307",0,0,0,59,0,11,1536,0,4654,1,0,0,0,0,1,0,0,0,0,1,0,0,0,35,1,1185,1,0,0,0,1,0,0,1,0,0,2,13,1
"2581",0,0,0,46,0,10,722,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,24,0,844,5,0,0,0,1,0,0,1,0,0,0,12,1
"877",0,0,0,48,0,11,228,0,3556,0,1,0,0,0,0,0,0,0,0,0,0,0,1,33,1,1744,6,1,0,0,0,0,0,2274,2,0,2,1,1
"5020",0,0,0,48,0,12,3687,0,960,1,1,0,0,0,0,0,0,0,0,1,0,0,0,45,1,122,1,0,0,0,0,1,0,708,5,1,0,1,1
"2244",1,5745,0,41,0,8,4599,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9,1,2726,1,1,0,0,0,0,1,1399,1,0,2,10,1
"780",1,5600,0,48,0,12,2438,0,590,1,1,0,0,0,0,0,0,0,0,0,0,0,1,29,0,2431,1,0,0,0,0,1,0,1,0,1,0,12,1
"4935",0,0,0,54,0,9,2816,0,1782,1,1,0,0,0,1,0,1,0,0,0,0,0,0,34,1,247,1,0,0,1,0,0,0,76,2,0,0,10,1
"4142",0,0,0,60,3,14,5539,0,3459,1,1,0,1,0,0,0,0,0,0,1,0,0,0,10,0,1223,10,0,0,0,0,0,0,1,0,0,0,6,1
"3231",1,5457,0,38,4,14,3176,0,1248,1,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,1053,1,0,0,0,1,0,0,1376,3,0,7,9,1
"522",1,3829,0,32,3,8,1,1,1884,0,1,0,1,0,0,1,0,0,0,0,0,0,0,43,1,2506,4,0,0,1,0,0,0,1,0,0,0,11,1
"3306",0,0,0,58,0,15,6572,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,22,0,913,6,1,0,0,0,0,1,520,1,0,0,6,1
"3903",0,0,0,29,0,6,1279,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,40,0,2779,15,0,0,0,0,0,1,1,0,0,2,5,0
"2042",0,0,0,42,0,10,1011,0,151,1,1,0,0,0,0,0,0,1,0,0,0,0,0,25,1,146,4,0,0,0,0,1,0,1,0,0,4,8,1
"3293",0,0,0,36,0,4,1656,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,64,0,2492,1,0,0,0,0,1,0,1,0,0,0,9,0
"5151",1,8549.8077429,0,64,1,15,2722,0,1427,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,136,7,0,0,1,0,0,1,276,4,0,4,8,1
"4553",0,0,1,36,2,13,1,0,719,1,0,1,0,0,0,0,0,0,0,0,0,0,1,35,1,703,10,1,0,0,0,0,0,1,0,1,0,1,1
"5285",0,0,0,44,0,10,3611,0,1676,0,1,0,0,1,0,0,0,0,0,0,1,0,0,51,1,116,4,0,0,0,0,1,0,1,0,0,0,1,1
"5475",1,3745,0,49,0,11,3966,0,2216,1,0,0,0,0,0,0,0,0,0,0,0,0,1,64,0,1329,6,0,1,0,0,0,1,1599,3,0,3,7,1
"4814",0,0,0,48,0,12,4829,0,3028,0,1,0,0,0,0,0,0,0,0,0,1,0,0,34,1,2587,4,0,0,0,0,1,0,1,0,0,0,8,1
